Geographic Area,Geographic Name,Gender,Age,Year,Time Period,Time Period Dates,Opioid Court Cases,Opioid Court Cases Description,Total Cases,Total Cases Description,Rate of Opioid Court Cases,Percentage of Opioid Court Cases,Percentage of Opioid Court Cases Description,Type of Rate,County_Code_Number,County_Code_Text,State_FIPS_Code,County_FIPS_Code,Latitude,Longitude,Georeferenced Latitude & Longitude
State,Commonwealth,All,20 to 24 years,2018,2018 Q3,7/1/2018-9/30/2018,124,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,615,Total opioid court cases where age is known,,20.2,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Tioga,All,All (18+ years),2016,2016 Q2,4/1/2016-6/30/2016,4,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,59,59,42,117,41.7733383358,-77.2578807579,POINT (-77.2578807579 41.7733383358)
State,Commonwealth,All,20 to 24 years,2016,2016 Q3,7/1/2016-9/30/2016,264,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,1076,Total opioid court cases where age is known,,24.5,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Schuylkill,All,All (18+ years),2018,2018 Q2,4/1/2018-6/30/2018,3,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,54,54,42,107,40.707512431,-76.223323851,POINT (-76.223323851 40.707512431000005)
County,Franklin,All,All (18+ years),2017,2017 Annual,1/1/2017-12/31/2017,33,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,1960,Total number of annual court cases,16.84,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",28,28,42,055,39.9278619704,-77.7239884483,POINT (-77.7239884483 39.9278619704)
State,Commonwealth,All,All (18+ years),2016,2016 Q1,1/1/2016-3/31/2016,1035,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
State,Commonwealth,All,30 to 34 years,2018,2018 Q4,10/1/2018-12/31/2018,101,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,576,Total opioid court cases where age is known,,17.5,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Philadelphia,All,All (18+ years),2018,2018 Q3,7/1/2018-9/30/2018,134,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,51,51,42,101,40.0044435384,-75.140236002,POINT (-75.140236002 40.0044435384)
County,Monroe,All,All (18+ years),2016,2016 Annual,1/1/2016-12/31/2016,19,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,2504,Total number of annual court cases,7.59,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",45,45,42,089,41.0609178653,-75.3408360302,POINT (-75.3408360302 41.0609178653)
County,Franklin,All,All (18+ years),2016,2016 Q4,10/1/2016-12/31/2016,9,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,28,28,42,055,39.9278619704,-77.7239884483,POINT (-77.7239884483 39.9278619704)
County,Butler,All,All (18+ years),2017,2017 Q4,10/1/2017-12/31/2017,12,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,10,10,42,019,40.9108318483,-79.9171177889,POINT (-79.9171177889 40.9108318483)
County,Juniata,All,All (18+ years),2018,2018 Annual,1/1/2018-12/31/2018,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,197,Total number of annual court cases,5.08,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",34,34,42,067,40.5343300836,-77.405775001,POINT (-77.405775001 40.5343300836)
County,Berks,All,All (18+ years),2016,2016 Q4,10/1/2016-12/31/2016,18,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,6,06,42,011,40.4193963513,-75.9307732705,POINT (-75.93077327050001 40.4193963513)
County,Huntingdon,All,All (18+ years),2017,2017 Q2,4/1/2017-6/30/2017,2,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,31,31,42,061,40.4161050032,-77.9827661036,POINT (-77.9827661036 40.4161050032)
County,Cambria,All,All (18+ years),2018,2018 Q3,7/1/2018-9/30/2018,12,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,11,11,42,021,40.4912749067,-78.7189417385,POINT (-78.7189417385 40.4912749067)
County,Philadelphia,All,All (18+ years),2017,2017 Q2,4/1/2017-6/30/2017,199,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,51,51,42,101,40.0044435384,-75.140236002,POINT (-75.140236002 40.0044435384)
County,York,All,All (18+ years),2016,2016 Q2,4/1/2016-6/30/2016,83,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,67,67,42,133,39.9219253124,-76.7257605231,POINT (-76.7257605231 39.9219253124)
County,Washington,All,All (18+ years),2017,2017 Q1,1/1/2017-3/31/2017,11,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,63,63,42,125,40.1910966345,-80.2518008276,POINT (-80.2518008276 40.1910966345)
County,Susquehanna,All,All (18+ years),2016,2016 Q3,7/1/2016-9/30/2016,3,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,58,58,42,115,41.8205685982,-75.8025030296,POINT (-75.8025030296 41.8205685982)
County,Snyder,All,All (18+ years),2017,2017 Q1,1/1/2017-3/31/2017,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,55,55,42,109,40.7711373692,-77.0725596804,POINT (-77.0725596804 40.7711373692)
County,Chester,All,All (18+ years),2016,2016 Q3,7/1/2016-9/30/2016,14,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,15,15,42,029,39.9748705566,-75.7562649818,POINT (-75.7562649818 39.9748705566)
County,Armstrong,All,All (18+ years),2017,2017 Q1,1/1/2017-3/31/2017,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,3,03,42,005,40.8150952555,-79.4731689893,POINT (-79.4731689893 40.8150952555)
County,Mercer,All,All (18+ years),2017,2017 Q2,4/1/2017-6/30/2017,6,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,43,43,42,085,41.302377765,-80.2600941079,POINT (-80.26009410790002 41.302377765)
County,Lebanon,All,All (18+ years),2018,2018 Q4,10/1/2018-12/31/2018,4,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,38,38,42,075,40.3675970024,-76.4618257486,POINT (-76.4618257486 40.3675970024)
County,Crawford,All,All (18+ years),2016,2016 Q4,10/1/2016-12/31/2016,5,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,20,20,42,039,41.6854690692,-80.1132108295,POINT (-80.1132108295 41.6854690692)
County,Potter,All,All (18+ years),2018,2018 Annual,1/1/2018-12/31/2018,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,329,Total number of annual court cases,3.04,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",53,53,42,105,41.7442064382,-77.8987922939,POINT (-77.8987922939 41.7442064382)
County,Carbon,All,All (18+ years),2017,2017 Q3,7/1/2017-9/30/2017,5,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,13,13,42,025,40.9193670081,-75.7110703866,POINT (-75.7110703866 40.9193670081)
County,Westmoreland,All,All (18+ years),2016,2016 Annual,1/1/2016-12/31/2016,146,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,6051,Total number of annual court cases,24.13,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",65,65,42,129,40.3103149985,-79.471341176,POINT (-79.471341176 40.3103149985)
County,Lehigh,All,All (18+ years),2017,2017 Q1,1/1/2017-3/31/2017,12,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,39,39,42,077,40.6146479416,-75.6009948118,POINT (-75.6009948118 40.6146479416)
County,Potter,All,All (18+ years),2018,2018 Q1,1/1/2018-3/31/2018,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,53,53,42,105,41.7442064382,-77.8987922939,POINT (-77.8987922939 41.7442064382)
County,Franklin,All,All (18+ years),2016,2016 Q1,1/1/2016-3/31/2016,6,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,28,28,42,055,39.9278619704,-77.7239884483,POINT (-77.7239884483 39.9278619704)
County,Allegheny,All,All (18+ years),2017,2017 Q2,4/1/2017-6/30/2017,96,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,2,02,42,003,40.4673554298,-79.9861984282,POINT (-79.9861984282 40.4673554298)
County,Snyder,All,All (18+ years),2018,2018 Q4,10/1/2018-12/31/2018,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,55,55,42,109,40.7711373692,-77.0725596804,POINT (-77.0725596804 40.7711373692)
County,Berks,All,All (18+ years),2017,2017 Q3,7/1/2017-9/30/2017,19,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,6,06,42,011,40.4193963513,-75.9307732705,POINT (-75.93077327050001 40.4193963513)
County,Montgomery,All,All (18+ years),2016,2016 Q3,7/1/2016-9/30/2016,22,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,46,46,42,091,40.209898739,-75.3725200072,POINT (-75.3725200072 40.209898739)
County,Schuylkill,All,All (18+ years),2017,2017 Q3,7/1/2017-9/30/2017,3,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,54,54,42,107,40.707512431,-76.223323851,POINT (-76.223323851 40.707512431000005)
County,Butler,All,All (18+ years),2017,2017 Q2,4/1/2017-6/30/2017,10,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,10,10,42,019,40.9108318483,-79.9171177889,POINT (-79.9171177889 40.9108318483)
County,Lycoming,All,All (18+ years),2016,2016 Q2,4/1/2016-6/30/2016,17,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,41,41,42,081,41.3445979226,-77.069424568,POINT (-77.069424568 41.3445979226)
