County Name,Quarterly Rate,Overdose Type,Type of Rate,Time Measure,Time Period,Year,Quarter Date Start,Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude,Longitude,Georeferenced Latitude & Longitude
Chester,0.64,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,15,15,42,29,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Mercer,2.13,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,43,43,42,85,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Franklin,21.6,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,Began submitting enhanced data in Q4 2018.,28,28,42,55,39.92786197,-77.72398845,POINT (-77.72398845 39.92786197)
Mercer,5.46,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,43,43,42,85,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Mifflin,6.71,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,44,44,42,87,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Schuylkill,1.27,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2020 Q1,2020,01/01/2020,,54,54,42,107,40.70751243,-76.22332385,POINT (-76.22332385 40.70751243)
Huntingdon,12.75,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,31,31,42,61,40.416105,-77.9827661,POINT (-77.9827661 40.416105)
Fayette,11.04,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,26,26,42,51,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Wayne,57.76,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,64,64,42,127,41.64969805,-75.3051535,POINT (-75.3051535 41.64969805)
Blair,62.44,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,7,7,42,13,40.48555024,-78.34907687,POINT (-78.34907687 40.48555024)
Monroe,1.42,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,45,45,42,89,41.06091787,-75.34083603,POINT (-75.34083603 41.06091787)
Union,30.79,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,60,60,42,119,40.96473131,-77.06415803,POINT (-77.06415803 40.96473131)
Lehigh,2.55,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,39,39,42,77,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Mercer,14.05,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,43,43,42,85,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Franklin,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,Not displayed when count is between 1 and 4.,28,28,42,55,39.92786197,-77.72398845,POINT (-77.72398845 39.92786197)
Elk,5.3,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,24,24,42,47,41.42819416,-78.64947713,POINT (-78.64947713 41.42819416)
Indiana,12.67,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,32,32,42,63,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
Lycoming,0.79,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,41,41,42,81,41.34459792,-77.06942457,POINT (-77.06942457 41.34459792)
Forest,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,27,27,42,53,41.51357876,-79.23780995,POINT (-79.23780995 41.51357876)
Montgomery,1.03,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,46,46,42,91,40.20989874,-75.37252001,POINT (-75.37252001 40.20989874)
McKean,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,Not displayed when count is between 1 and 4.,42,42,42,83,41.81037074,-78.5712202,POINT (-78.5712202 41.81037074)
Clinton,2.33,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,18,18,42,35,41.23286274,-77.6428376,POINT (-77.6428376 41.23286274)
Jefferson,19.49,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.,33,33,42,65,41.13139091,-79.00101814,POINT (-79.00101814 41.13139091)
Mifflin,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Not displayed when count is between 1 and 4.,44,44,42,87,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Butler,8.37,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,10,10,42,19,40.91083185,-79.91711779,POINT (-79.91711779 40.91083185)
Schuylkill,1.13,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,54,54,42,107,40.70751243,-76.22332385,POINT (-76.22332385 40.70751243)
Lackawanna,1,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,35,35,42,69,41.43910064,-75.61218345,POINT (-75.61218345 41.43910064)
Clearfield,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.,17,17,42,33,41.000429,-78.47558343,POINT (-78.47558343 41.000429)
Luzerne,1.29,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,40,40,42,79,41.17836439,-75.9919961,POINT (-75.9919961 41.17836439)
Columbia,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,Not displayed when count is between 1 and 4.,19,19,42,37,41.04912086,-76.4100218,POINT (-76.4100218 41.04912086)
Philadelphia,2.31,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,51,51,42,101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
Beaver,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,Not displayed when count is between 1 and 4.,4,4,42,7,40.68349245,-80.35107356,POINT (-80.35107356 40.68349245)
Luzerne,89.19,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,40,40,42,79,41.17836439,-75.9919961,POINT (-75.9919961 41.17836439)
Lawrence,18.41,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,37,37,42,73,40.99325035,-80.33754114,POINT (-80.33754114 40.99325035)
Philadelphia,2.67,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,51,51,42,101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
Cumberland,6.88,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,21,21,42,41,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Lawrence,86.47,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,37,37,42,73,40.99325035,-80.33754114,POINT (-80.33754114 40.99325035)
Forest,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q4,2019,10/01/2019,No Emergency Department Identified in County.,27,27,42,53,41.51357876,-79.23780995,POINT (-79.23780995 41.51357876)
Monroe,7.14,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,45,45,42,89,41.06091787,-75.34083603,POINT (-75.34083603 41.06091787)
Philadelphia,3.73,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,51,51,42,101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
Forest,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,Not displayed when count is between 1 and 4.,27,27,42,53,41.51357876,-79.23780995,POINT (-79.23780995 41.51357876)
Lancaster,12.31,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,36,36,42,71,40.04590796,-76.25138768,POINT (-76.25138768 40.04590796)
Allegheny,1.87,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,2,2,42,3,40.46735543,-79.98619843,POINT (-79.98619843 40.46735543)
Clinton,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,18,18,42,35,41.23286274,-77.6428376,POINT (-77.6428376 41.23286274)
Lancaster,9.8,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,36,36,42,71,40.04590796,-76.25138768,POINT (-76.25138768 40.04590796)
Greene,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,30,30,42,59,39.85480393,-80.22943817,POINT (-80.22943817 39.85480393)
Mercer,25.04,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,43,43,42,85,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Huntingdon,5.31,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,31,31,42,61,40.416105,-77.9827661,POINT (-77.9827661 40.416105)
McKean,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Not displayed when count is between 1 and 4.,42,42,42,83,41.81037074,-78.5712202,POINT (-78.5712202 41.81037074)
Lehigh,2.06,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,39,39,42,77,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Cameron,,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Not displayed when count is between 1 and 4.,12,12,42,23,41.43880265,-78.20916932,POINT (-78.20916932 41.43880265)
Greene,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,Not displayed when count is between 1 and 4.,30,30,42,59,39.85480393,-80.22943817,POINT (-80.22943817 39.85480393)
Allegheny,2.21,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,2,2,42,3,40.46735543,-79.98619843,POINT (-79.98619843 40.46735543)
Somerset,17.19,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,56,56,42,111,39.97146299,-79.03100206,POINT (-79.03100206 39.97146299)
Mifflin,38.01,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,44,44,42,87,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Indiana,6.39,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,32,32,42,63,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
York,15.27,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,67,67,42,133,39.92192531,-76.72576052,POINT (-76.72576052 39.92192531)
Somerset,0.81,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,56,56,42,111,39.97146299,-79.03100206,POINT (-79.03100206 39.97146299)
Allegheny,77.18,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,2,2,42,3,40.46735543,-79.98619843,POINT (-79.98619843 40.46735543)
Chester,0.17,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,15,15,42,29,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Forest,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,27,27,42,53,41.51357876,-79.23780995,POINT (-79.23780995 41.51357876)
Luzerne,2.49,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,40,40,42,79,41.17836439,-75.9919961,POINT (-75.9919961 41.17836439)
Indiana,46.99,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,32,32,42,63,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
Carbon,28.34,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,13,13,42,25,40.91936701,-75.71107039,POINT (-75.71107039 40.91936701)
Luzerne,20.25,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,40,40,42,79,41.17836439,-75.9919961,POINT (-75.9919961 41.17836439)
Lehigh,0.99,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,39,39,42,77,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Montgomery,0.56,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,46,46,42,91,40.20989874,-75.37252001,POINT (-75.37252001 40.20989874)
Franklin,4.23,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,28,28,42,55,39.92786197,-77.72398845,POINT (-77.72398845 39.92786197)
Lehigh,9.88,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,39,39,42,77,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Lebanon,14.26,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,38,38,42,75,40.367597,-76.46182575,POINT (-76.46182575 40.367597)
Cameron,0,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,12,12,42,23,41.43880265,-78.20916932,POINT (-78.20916932 41.43880265)
York,9.7,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,67,67,42,133,39.92192531,-76.72576052,POINT (-76.72576052 39.92192531)
Fayette,7.54,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,26,26,42,51,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Butler,0.96,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,10,10,42,19,40.91083185,-79.91711779,POINT (-79.91711779 40.91083185)
Philadelphia,3.02,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,51,51,42,101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
York,16.86,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,67,67,42,133,39.92192531,-76.72576052,POINT (-76.72576052 39.92192531)
Indiana,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Not displayed when count is between 1 and 4.,32,32,42,63,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
Perry,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,Not displayed when count is between 1 and 4.,50,50,42,99,40.40415317,-77.25907385,POINT (-77.25907385 40.40415317)
Philadelphia,2.25,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2020 Q1,2020,01/01/2020,,51,51,42,101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
Lackawanna,64.25,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,35,35,42,69,41.43910064,-75.61218345,POINT (-75.61218345 41.43910064)
Mifflin,59.52,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,44,44,42,87,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Fayette,26.17,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,26,26,42,51,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Northumberland,6.92,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2020 Q1,2020,01/01/2020,,49,49,42,97,40.85150926,-76.71188423,POINT (-76.71188423 40.85150926)
Lycoming,7.92,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,41,41,42,81,41.34459792,-77.06942457,POINT (-77.06942457 41.34459792)
Beaver,0.61,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,4,4,42,7,40.68349245,-80.35107356,POINT (-80.35107356 40.68349245)
Erie,70.68,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,Less than 100% of Emergency Departments in the County are Under Surveillance.,25,25,42,49,41.99413787,-80.0407591,POINT (-80.0407591 41.99413787)
Columbia,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance. Not displayed when count is between 1 and 4.,19,19,42,37,41.04912086,-76.4100218,POINT (-76.4100218 41.04912086)
