Age Group,Gender,County Name,Rate,Type of Rate,Overdose Type,Time Measure,Year,Time Period,Quarter Date Start,Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude
All Ages,All Genders,NORTHAMPTON,0.16,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,48,48,42,095,"(40.754595404, -75.3126372576)"
All Ages,All Genders,MONROE,,Suppressed/Not Displayed due to count between 1 and 335,Heroin Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  Not displayed when count is between 1 and 4.,45,45,42,089,"(41.0609178653, -75.3408360302)"
All Ages,All Genders,LEBANON,0.11,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,38,38,42,075,"(40.3675970024, -76.4618257486)"
All Ages,All Genders,WESTMORELAND,0.57,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,,65,65,42,129,"(40.3103149985, -79.471341176)"
All Ages,All Genders,ARMSTRONG,1.19,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,3,03,42,005,"(40.8150952555, -79.4731689893)"
All Ages,All Genders,JUNIATA,,Not Applicable,Any Opioid Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,No Emergency Department Identified in County. ,34,34,42,067,"(40.5343300836, -77.405775001)"
All Ages,All Genders,DAUPHIN,0.19,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,22,22,42,043,"(40.4197463597, -76.7796056802)"
All Ages,All Genders,CAMERON,,Not Applicable,Heroin Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,No Emergency Department Identified in County. ,12,12,42,023,"(41.4388026531, -78.2091693241)"
All Ages,All Genders,POTTER,0,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,53,53,42,105,"(41.7442064382, -77.8987922939)"
All Ages,All Genders,SCHUYLKILL,0.1,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,54,54,42,107,"(40.707512431, -76.223323851)"
All Ages,All Genders,MONTOUR,0.98,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,47,47,42,093,"(41.0280182438, -76.6647052668)"
All Ages,All Genders,BERKS,0.17,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,,6,06,42,011,"(40.4193963513, -75.9307732705)"
All Ages,All Genders,CUMBERLAND,0.14,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,21,21,42,041,"(40.167598388, -77.268662705)"
All Ages,All Genders,VENANGO,,Suppressed/Not Displayed due to count between 1 and 460,Heroin Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,Not displayed when count is between 1 and 4.,61,61,42,121,"(41.4034125863, -79.7628656104)"
All Ages,All Genders,CENTRE,1.42,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,14,14,42,027,"(40.9193135008, -77.8250011212)"
All Ages,All Genders,CAMERON,,Not Applicable,Any Opioid Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,No Emergency Department Identified in County. ,12,12,42,023,"(41.4388026531, -78.2091693241)"
All Ages,All Genders,WASHINGTON,0.65,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,,63,63,42,125,"(40.1910966345, -80.2518008276)"
All Ages,All Genders,ERIE,0.76,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,25,25,42,049,"(41.9941378702, -80.0407591036)"
All Ages,All Genders,BLAIR,0.04,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,7,07,42,013,"(40.4855502384, -78.349076871)"
All Ages,All Genders,MIFFLIN,,Suppressed/Not Displayed due to count between 1 and 327,Any Opioid Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,Not displayed when count is between 1 and 4.,44,44,42,087,"(40.6127492804, -77.6200308901)"
All Ages,All Genders,LEHIGH,0.08,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,39,39,42,077,"(40.6146479416, -75.6009948118)"
All Ages,All Genders,BEDFORD,,Suppressed/Not Displayed due to count between 1 and 32,Heroin Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,Not displayed when count is between 1 and 4.,5,05,42,009,"(40.0073753643, -78.4911647381)"
All Ages,All Genders,BUCKS,0.12,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,,9,09,42,017,"(40.335011331, -75.1129124111)"
All Ages,All Genders,JEFFERSON,0.59,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,33,33,42,065,"(41.1313909115, -79.0010181419)"
All Ages,All Genders,SUSQUEHANNA,0.3,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,,58,58,42,115,"(41.8205685982, -75.8025030296)"
All Ages,All Genders,ALLEGHENY,0.8,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,2,02,42,003,"(40.4673554298, -79.9861984282)"
All Ages,All Genders,TIOGA,0.34,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,59,59,42,117,"(41.7733383358, -77.2578807579)"
All Ages,All Genders,MONTGOMERY,0.52,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,46,46,42,091,"(40.209898739, -75.3725200072)"
All Ages,All Genders,CHESTER,0.07,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,15,15,42,029,"(39.9748705566, -75.7562649818)"
All Ages,All Genders,POTTER,0,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,53,53,42,105,"(41.7442064382, -77.8987922939)"
All Ages,All Genders,SCHUYLKILL,1.03,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,,54,54,42,107,"(40.707512431, -76.223323851)"
All Ages,All Genders,MONTOUR,,Suppressed/Not Displayed due to count between 1 and 354,Any Opioid Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,Not displayed when count is between 1 and 4.,47,47,42,093,"(41.0280182438, -76.6647052668)"
All Ages,All Genders,SOMERSET,0.87,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,,56,56,42,111,"(39.9714629901, -79.0310020611)"
All Ages,All Genders,CUMBERLAND,0.58,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,,21,21,42,041,"(40.167598388, -77.268662705)"
All Ages,All Genders,CUMBERLAND,0.07,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,,21,21,42,041,"(40.167598388, -77.268662705)"
All Ages,All Genders,SUSQUEHANNA,0.34,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,,58,58,42,115,"(41.8205685982, -75.8025030296)"
All Ages,All Genders,LEBANON,0.13,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,38,38,42,075,"(40.3675970024, -76.4618257486)"
All Ages,All Genders,PHILADELPHIA,0.07,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,51,51,42,101,"(40.0044435384, -75.140236002)"
All Ages,All Genders,WARREN,,Suppressed/Not Displayed due to count between 1 and 482,Heroin Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,Not displayed when count is between 1 and 4.,62,62,42,123,"(41.8167523652, -79.278581578)"
All Ages,All Genders,CAMBRIA,0.25,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,,11,11,42,021,"(40.4912749067, -78.7189417385)"
All Ages,All Genders,WARREN,0,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,62,62,42,123,"(41.8167523652, -79.278581578)"
All Ages,All Genders,ARMSTRONG,0.38,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,,3,03,42,005,"(40.8150952555, -79.4731689893)"
All Ages,All Genders,BRADFORD,,Suppressed/Not Displayed due to count between 1 and 63,Heroin Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,Not displayed when count is between 1 and 4.,8,08,42,015,"(41.7911781401, -76.5182562384)"
All Ages,All Genders,FULTON,0,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,,29,29,42,057,"(39.9248751086, -78.1148504535)"
All Ages,All Genders,WASHINGTON,0.07,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,,63,63,42,125,"(40.1910966345, -80.2518008276)"
All Ages,All Genders,MONTOUR,0.49,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,47,47,42,093,"(41.0280182438, -76.6647052668)"
All Ages,All Genders,MONROE,0.16,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,45,45,42,089,"(41.0609178653, -75.3408360302)"
All Ages,All Genders,HUNTINGDON,0.54,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,,31,31,42,061,"(40.4161050032, -77.9827661036)"
All Ages,All Genders,CLARION,,Suppressed/Not Displayed due to count between 1 and 99,Heroin Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,Not displayed when count is between 1 and 4.,16,16,42,031,"(41.1927912877, -79.4248360769)"
All Ages,All Genders,LYCOMING,,Suppressed/Not Displayed due to count between 1 and 290,Any Opioid Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,Not displayed when count is between 1 and 4.,41,41,42,081,"(41.3445979226, -77.069424568)"
All Ages,All Genders,LACKAWANNA,1.19,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,,35,35,42,069,"(41.4391006428, -75.6121834524)"
All Ages,All Genders,PENNSYLVANIA,0.11,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,0,00,42,000,"(39.346129, -75.167756)"
All Ages,All Genders,MIFFLIN,0.38,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,,44,44,42,087,"(40.6127492804, -77.6200308901)"
All Ages,All Genders,LEHIGH,0.09,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,,39,39,42,077,"(40.6146479416, -75.6009948118)"
All Ages,All Genders,CENTRE,1.27,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,,14,14,42,027,"(40.9193135008, -77.8250011212)"
35-44,All Genders,PENNSYLVANIA,0.31,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,,0,00,42,000,"(39.346129, -75.167756)"
All Ages,All Genders,TIOGA,0,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,,59,59,42,117,"(41.7733383358, -77.2578807579)"
All Ages,All Genders,CARBON,0.38,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,,13,13,42,025,"(40.9193670081, -75.7110703866)"
All Ages,All Genders,CRAWFORD,0.86,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,20,20,42,039,"(41.6854690692, -80.1132108295)"
All Ages,All Genders,DAUPHIN,0.21,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,22,22,42,043,"(40.4197463597, -76.7796056802)"
All Ages,Male,PENNSYLVANIA,1.17,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,,0,00,42,000,"(39.346129, -75.167756)"
All Ages,All Genders,FRANKLIN,,Suppressed/Not Displayed due to count between 1 and 189,Heroin Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,Not displayed when count is between 1 and 4.,28,28,42,055,"(39.9278619704, -77.7239884483)"
All Ages,All Genders,CAMBRIA,0.88,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,,11,11,42,021,"(40.4912749067, -78.7189417385)"
All Ages,All Genders,MIFFLIN,,Suppressed/Not Displayed due to count between 1 and 326,Heroin Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,Not displayed when count is between 1 and 4.,44,44,42,087,"(40.6127492804, -77.6200308901)"
All Ages,All Genders,MERCER,0.75,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,43,43,42,085,"(41.302377765, -80.2600941079)"
35-44,All Genders,PENNSYLVANIA,1.39,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,,0,00,42,000,"(39.346129, -75.167756)"
All Ages,All Genders,CAMERON,0,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,No Emergency Department Identified in County. ,12,12,42,023,"(41.4388026531, -78.2091693241)"
All Ages,All Genders,FULTON,,Suppressed/Not Displayed due to count between 1 and 217,Any Opioid Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,Not displayed when count is between 1 and 4.,29,29,42,057,"(39.9248751086, -78.1148504535)"
All Ages,All Genders,LUZERNE,0.24,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,,40,40,42,079,"(41.1783643884, -75.991996098)"
All Ages,All Genders,FAYETTE,1.4,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,,26,26,42,051,"(39.919447803, -79.6518963464)"
All Ages,All Genders,ERIE,0.12,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,25,25,42,049,"(41.9941378702, -80.0407591036)"
All Ages,All Genders,PERRY,,Not Applicable,Heroin Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,No Emergency Department Identified in County. ,50,50,42,099,"(40.4041531744, -77.2590738496)"
0-14,All Genders,PENNSYLVANIA,0.01,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,0,00,42,000,"(39.346129, -75.167756)"
All Ages,All Genders,COLUMBIA,0.62,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,19,19,42,037,"(41.0491208559, -76.4100217975)"
All Ages,All Genders,YORK,0.1,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,67,67,42,133,"(39.9219253124, -76.7257605231)"
All Ages,All Genders,PHILADELPHIA,0.94,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,51,51,42,101,"(40.0044435384, -75.140236002)"
All Ages,All Genders,CLEARFIELD,,Suppressed/Not Displayed due to count between 1 and 115,Heroin Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.  Not displayed when count is between 1 and 4.,17,17,42,033,"(41.0004290024, -78.4755834299)"
All Ages,All Genders,FULTON,0,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,,29,29,42,057,"(39.9248751086, -78.1148504535)"
35-44,All Genders,PENNSYLVANIA,1.45,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,,0,00,42,000,"(39.346129, -75.167756)"
All Ages,All Genders,JUNIATA,,Not Applicable,Any Drug Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,No Emergency Department Identified in County. ,34,34,42,067,"(40.5343300836, -77.405775001)"
